Pokémon,HP,Atk,Def,SpAtk,SpDef,Speed,Type,Type,Damage Dealt,Damage Taken,HP,Num KO
95,ONIX,,35,45,160,30,45,70,ROCK,GROUND,0,16737,274,61.083941605839414
96,DROWZEE,,60,48,45,43,90,42,PSYCHIC,,0,20899,324,64.50308641975309
97,HYPNO,,85,73,70,73,115,67,PSYCHIC,,0,16997,374,45.44652406417112
98,KRABBY,,30,105,90,25,25,50,WATER,,0,22652,264,85.8030303030303
99,KINGLER,,55,130,115,50,50,75,WATER,,0,17932,314,57.10828025477707
100,VOLTORB,,40,30,50,55,55,100,ELECTRIC,,0,22557,284,79.42605633802818
101,ELECTRODE,,60,50,70,80,80,150,ELECTRIC,,0,18609,324,57.43518518518518
102,EXEGGCUTE,,60,40,80,60,45,40,GRASS,PSYCHIC,0,20547,324,63.416666666666664
103,EXEGGUTOR,,95,95,85,125,75,55,GRASS,PSYCHIC,0,17705,394,44.93654822335025
104,CUBONE,,50,50,95,40,50,35,GROUND,,0,19001,304,62.50328947368421
105,MAROWAK,,60,80,110,50,80,45,GROUND,,0,15903,324,49.083333333333336
106,HITMONLEE,,50,120,53,35,110,87,FIGHTING,,0,18943,304,62.3125
107,HITMONCHAN,,50,105,79,35,110,76,FIGHTING,,0,16408,304,53.973684210526315
108,LICKITUNG,,90,55,75,60,75,30,NORMAL,,0,18455,384,48.059895833333336
109,KOFFING,,40,65,95,60,45,35,POISON,,0,19529,284,68.76408450704226
110,WEEZING,,65,90,120,85,70,60,POISON,,0,16071,334,48.116766467065865
111,RHYHORN,,80,85,95,30,30,25,GROUND,ROCK,0,21470,364,58.98351648351648
112,RHYDON,,105,130,120,45,45,40,GROUND,ROCK,0,18227,414,44.02657004830918
113,CHANSEY,,250,5,5,35,105,50,NORMAL,,0,30077,704,42.72301136363637
114,TANGELA,,65,55,115,100,40,60,GRASS,,0,19054,334,57.047904191616766
115,KANGASKHAN,,105,95,80,40,80,90,NORMAL,,0,17751,414,42.8768115942029
116,HORSEA,,30,40,70,70,25,60,WATER,,0,24170,264,91.5530303030303
117,SEADRA,,55,65,95,95,45,85,WATER,,0,19529,314,62.19426751592356
118,GOLDEEN,,45,67,60,35,50,63,WATER,,0,21824,294,74.2312925170068
119,SEAKING,,80,92,65,65,80,68,WATER,,0,19036,364,52.2967032967033
120,STARYU,,30,45,55,70,55,85,WATER,,0,21998,264,83.32575757575758
121,STARMIE,,60,75,85,100,85,115,WATER,PSYCHIC,0,17138,324,52.89506172839506
122,MRMIME,,40,45,65,100,120,90,PSYCHIC,FAIRY,0,17254,284,60.75352112676056
123,SCYTHER,,70,110,80,55,80,105,BUG,FLYING,0,17751,344,51.60174418604651
124,JYNX,,65,50,35,115,95,95,ICE,PSYCHIC,0,22221,334,66.52994011976048
125,ELECTABUZZ,,65,83,57,95,85,105,ELECTRIC,,0,19617,334,58.73353293413174
126,MAGMAR,,65,95,57,100,85,93,FIRE,,0,19617,334,58.73353293413174
127,PINSIR,,65,125,100,55,70,85,BUG,,0,17092,334,51.17365269461078
128,TAUROS,,75,100,95,40,70,110,NORMAL,,0,17373,354,49.07627118644068
129,MAGIKARP,,20,10,55,15,20,80,WATER,,0,26670,244,109.30327868852459
130,GYARADOS,,95,125,79,60,100,81,WATER,FLYING,0,16829,394,42.713197969543145
131,LAPRAS,,130,85,80,85,95,60,WATER,ICE,0,16968,464,36.56896551724138
132,DITTO,,48,48,48,48,48,48,NORMAL,,0,23475,300,78.25
133,EEVEE,,55,55,50,45,65,55,NORMAL,,0,21693,314,69.0859872611465
134,VAPOREON,,130,65,60,110,95,65,WATER,,0,18773,464,40.45905172413793
135,JOLTEON,,65,65,60,110,95,130,ELECTRIC,,0,18773,334,56.206586826347305
136,FLAREON,,65,130,60,95,110,65,FIRE,,0,18132,334,54.287425149700596
137,PORYGON,,65,60,70,85,75,40,NORMAL,,0,18907,334,56.60778443113772
138,OMANYTE,,35,40,100,90,55,35,ROCK,WATER,0,18288,274,66.74452554744525
139,OMASTAR,,70,60,125,115,70,55,ROCK,WATER,0,15843,344,46.05523255813954
140,KABUTO,,30,80,90,55,45,55,ROCK,WATER,0,19887,264,75.32954545454545
141,KABUTOPS,,60,115,105,65,70,80,ROCK,WATER,0,16799,324,51.848765432098766
142,AERODACTYL,,80,105,65,60,75,130,ROCK,FLYING,0,19334,364,53.11538461538461
143,SNORLAX,,160,110,65,65,110,30,NORMAL,,0,17612,524,33.61068702290076
144,ARTICUNO,,90,85,100,95,125,85,ICE,FLYING,0,14496,384,37.75
145,ZAPDOS,,90,90,85,125,90,100,ELECTRIC,FLYING,0,16898,384,44.005208333333336
146,MOLTRES,,90,100,90,125,85,90,FIRE,FLYING,0,16822,384,43.807291666666664
147,DRATINI,,41,64,45,50,50,50,DRAGON,,0,23676,286,82.78321678321679
148,DRAGONAIR,,61,84,65,70,70,70,DRAGON,,0,19676,326,60.355828220858896
149,DRAGONITE,,91,134,95,100,100,80,DRAGON,FLYING,0,15730,386,40.751295336787564
150,MEWTWO,,106,110,90,154,90,130,PSYCHIC,,0,16582,416,39.86057692307692
151,MEW,,100,100,100,100,100,100,PSYCHIC,,23523722,15449,404,38.24009900990099
152,CHIKORITA,,45,49,65,49,65,45,GRASS,,0,20008,294,68.05442176870748
153,BAYLEEF,,60,62,80,63,80,60,GRASS,,0,17751,324,54.78703703703704
154,MEGANIUM,,80,82,100,83,100,80,GRASS,,0,15449,364,42.44230769230769
155,CYNDAQUIL,,39,52,43,60,50,65,FIRE,,0,23957,282,84.95390070921985
156,QUILAVA,,58,64,58,80,65,80,FIRE,,0,20754,320,64.85625
157,TYPHLOSION,,78,84,78,109,85,100,FIRE,,0,17633,360,48.980555555555554
158,TOTODILE,,50,65,64,44,48,43,WATER,,0,21619,304,71.11513157894737
159,CROCONAW,,65,80,80,59,63,58,WATER,,0,18882,334,56.532934131736525
160,FERALIGATR,,85,105,100,79,83,78,WATER,,0,16275,374,43.51604278074866
161,SENTRET,,35,46,34,35,45,20,NORMAL,,0,25979,274,94.81386861313868
162,FURRET,,85,76,64,45,55,90,NORMAL,,0,20980,374,56.096256684491976
163,HOOTHOOT,,60,30,30,36,56,50,NORMAL,FLYING,0,25656,324,79.18518518518519
164,NOCTOWL,,100,50,50,86,96,70,NORMAL,FLYING,0,19889,404,49.23019801980198
165,LEDYBA,,40,20,30,40,80,55,BUG,FLYING,0,23937,284,84.28521126760563
166,LEDIAN,,55,35,50,85,110,85,BUG,FLYING,0,19297,314,61.455414012738856
167,SPINARAK,,40,60,40,40,40,30,BUG,POISON,0,25577,284,90.05985915492958
168,ARIADOS,,70,90,70,60,70,40,BUG,POISON,0,19249,344,55.95639534883721
169,CROBAT,,85,90,80,70,80,130,POISON,FLYING,0,17751,374,47.462566844919785
170,CHINCHOU,,75,38,38,56,56,67,WATER,ELECTRIC,0,24198,354,68.35593220338983
171,LANTURN,,125,58,58,76,76,67,WATER,ELECTRIC,0,20062,454,44.18942731277533
172,PICHU,,20,40,15,35,35,60,ELECTRIC,,0,31671,244,129.79918032786884
173,CLEFFA,,50,25,28,45,55,15,FAIRY,,0,26195,304,86.16776315789474
174,IGGLYBUFF,,90,30,15,40,20,15,NORMAL,FAIRY,0,34166,384,88.97395833333333
175,TOGEPI,,35,20,65,40,65,20,FAIRY,,0,20008,274,73.02189781021897
176,TOGETIC,,55,40,85,80,105,40,FAIRY,FLYING,0,16182,314,51.53503184713376
177,NATU,,40,50,45,70,45,70,PSYCHIC,FLYING,0,24204,284,85.22535211267606
178,XATU,,65,75,70,95,70,95,PSYCHIC,FLYING,0,19249,334,57.631736526946106
179,MAREEP,,55,40,40,65,45,35,ELECTRIC,,0,24983,314,79.56369426751593
180,FLAAFFY,,70,55,55,80,60,45,ELECTRIC,,0,21541,344,62.61918604651163
181,AMPHAROS,,90,75,85,115,90,55,ELECTRIC,,0,16898,384,44.005208333333336
182,BELLOSSOM,,75,80,95,90,100,50,GRASS,,0,15730,354,44.43502824858757
183,MARILL,,70,20,50,20,50,40,WATER,FAIRY,0,22989,344,66.82848837209302
184,AZUMARILL,,100,50,80,60,80,50,WATER,FAIRY,0,17751,404,43.93811881188119
185,SUDOWOODO,,70,100,115,30,65,30,ROCK,,0,16636,344,48.36046511627907
186,POLITOED,,90,75,75,90,100,70,WATER,,0,17154,384,44.671875
187,HOPPIP,,35,35,40,35,55,50,GRASS,FLYING,0,24023,274,87.67518248175182
188,SKIPLOOM,,55,45,50,45,65,80,GRASS,FLYING,0,21693,314,69.0859872611465
189,JUMPLUFF,,75,55,70,55,95,110,GRASS,FLYING,0,17826,354,50.355932203389834
190,AIPOM,,55,70,55,40,55,85,NORMAL,,0,21998,314,70.05732484076434
191,SUNKERN,,30,30,30,30,30,30,GRASS,,0,28674,264,108.61363636363636
192,SUNFLORA,,75,75,55,105,85,30,GRASS,,0,19893,354,56.19491525423729
193,YANMA,,65,65,45,75,45,95,BUG,FLYING,0,24204,334,72.46706586826348
194,WOOPER,,55,45,45,25,25,15,WATER,GROUND,0,26969,314,85.88853503184713
195,QUAGSIRE,,95,85,85,65,65,35,WATER,GROUND,0,18379,394,46.64720812182741
196,ESPEON,,65,65,60,130,95,110,PSYCHIC,,0,18773,334,56.206586826347305
197,UMBREON,,95,65,110,60,130,65,DARK,,0,13763,394,34.931472081218274
198,MURKROW,,60,85,42,85,42,91,DARK,FLYING,0,24962,324,77.04320987654322
199,SLOWKING,,95,75,80,100,110,30,WATER,PSYCHIC,0,16327,394,41.43908629441624
200,MISDREAVUS,,60,60,60,85,85,85,GHOST,,0,19287,324,59.52777777777778
201,UNOWN,,48,72,48,72,48,48,PSYCHIC,,0,23475,300,78.25
202,WOBBUFFET,,190,33,58,33,58,33,PSYCHIC,,0,21331,584,36.52568493150685
203,GIRAFARIG,,70,80,65,90,65,85,NORMAL,PSYCHIC,0,20008,344,58.16279069767442
204,PINECO,,50,65,90,35,35,15,BUG,,0,21104,304,69.42105263157895
205,FORRETRESS,,75,90,140,60,60,40,BUG,STEEL,0,16026,354,45.271186440677965
206,DUNSPARCE,,100,70,70,65,65,45,NORMAL,,0,19581,404,48.46782178217822
207,GLIGAR,,65,75,105,35,65,85,GROUND,FLYING,0,17131,334,51.290419161676645
208,STEELIX,,75,85,200,55,65,30,STEEL,GROUND,0,14013,354,39.58474576271186
209,SNUBBULL,,60,80,50,40,40,30,FAIRY,,0,24111,324,74.41666666666667
210,GRANBULL,,90,120,75,60,60,45,FAIRY,,0,19536,384,50.875
211,QWILFISH,,65,95,85,55,55,85,WATER,POISON,0,19243,334,57.61377245508982
212,SCIZOR,,70,130,100,55,80,65,BUG,STEEL,0,16452,344,47.825581395348834
213,SHUCKLE,,20,10,230,10,230,5,BUG,ROCK,0,8389,244,34.381147540983605
214,HERACROSS,,80,125,75,40,95,85,BUG,FIGHTING,0,17374,364,47.73076923076923
215,SNEASEL,,55,95,55,35,75,115,DARK,ICE,0,20460,314,65.1592356687898
216,TEDDIURSA,,60,80,50,50,50,40,NORMAL,,0,22989,324,70.95370370370371
217,URSARING,,90,130,75,75,75,55,NORMAL,,0,18455,384,48.059895833333336
218,SLUGMA,,40,40,40,70,40,20,FIRE,,0,25577,284,90.05985915492958
219,MAGCARGO,,60,50,120,90,80,30,FIRE,ROCK,0,15431,324,47.626543209876544
220,SWINUB,,50,50,40,30,30,50,ICE,GROUND,0,26924,304,88.5657894736842
221,PILOSWINE,,100,100,80,60,60,50,ICE,GROUND,0,19130,404,47.351485148514854
222,CORSOLA,,65,55,95,65,95,35,WATER,ROCK,0,15950,334,47.75449101796407
223,REMORAID,,35,65,35,65,35,65,WATER,,0,27017,274,98.60218978102189
224,OCTILLERY,,75,105,75,105,75,45,WATER,,0,18455,354,52.132768361581924
225,DELIBIRD,,45,55,45,65,45,75,ICE,FLYING,0,24204,294,82.3265306122449
226,MANTINE,,85,40,70,80,140,70,WATER,FLYING,0,16221,374,43.3716577540107
227,SKARMORY,,65,80,140,40,70,70,STEEL,FLYING,0,15287,334,45.76946107784431
228,HOUNDOUR,,45,60,30,80,50,65,DARK,FIRE,0,26205,294,89.13265306122449
229,HOUNDOOM,,75,90,50,110,80,95,DARK,FIRE,0,20721,354,58.53389830508475
230,KINGDRA,,75,95,95,95,95,85,WATER,DRAGON,0,15950,354,45.056497175141246
231,PHANPY,,90,60,60,40,40,40,GROUND,,0,22946,384,59.755208333333336
232,DONPHAN,,90,120,120,60,60,50,GROUND,,0,16810,384,43.776041666666664
233,PORYGON2,,85,80,90,105,95,60,NORMAL,,0,16308,374,43.60427807486631
234,STANTLER,,73,95,62,85,65,85,NORMAL,,0,20333,350,58.09428571428571
235,SMEARGLE,,55,20,35,20,45,75,NORMAL,,0,25800,314,82.1656050955414
236,TYROGUE,,35,35,35,35,35,35,FIGHTING,,0,27017,274,98.60218978102189
237,HITMONTOP,,50,95,95,35,110,70,FIGHTING,,0,15309,304,50.358552631578945
238,SMOOCHUM,,45,30,15,85,65,65,ICE,PSYCHIC,0,28630,294,97.38095238095238
239,ELEKID,,45,63,37,65,55,95,ELECTRIC,,0,24497,294,83.32312925170068
240,MAGBY,,45,75,37,70,55,83,FIRE,,0,24497,294,83.32312925170068
241,MILTANK,,95,80,105,40,70,100,NORMAL,,0,16799,394,42.63705583756345
242,BLISSEY,,255,10,10,75,135,55,NORMAL,,0,27080,714,37.92717086834734
243,RAIKOU,,90,85,75,115,100,115,ELECTRIC,,0,17154,384,44.671875
244,ENTEI,,115,115,85,90,75,100,FIRE,,0,17705,434,40.794930875576036
245,SUICUNE,,100,75,115,90,115,85,WATER,,0,14052,404,34.78217821782178
246,LARVITAR,,50,64,50,45,50,41,ROCK,GROUND,0,22989,304,75.6217105263158
247,PUPITAR,,70,84,70,65,70,51,ROCK,GROUND,0,19249,344,55.95639534883721
248,TYRANITAR,,100,134,110,95,100,61,ROCK,DARK,0,14900,404,36.881188118811885
249,LUGIA,,106,90,130,90,154,110,PSYCHIC,FLYING,0,12231,416,29.401442307692307
250,HOOH,,106,130,90,110,154,90,FIRE,FLYING,0,14351,416,34.49759615384615
251,CELEBI,,100,100,100,100,100,100,PSYCHIC,GRASS,0,15449,404,38.24009900990099
252,TREECKO,,40,45,35,65,55,70,GRASS,,0,24840,284,87.46478873239437
253,GROVYLE,,50,65,45,85,65,95,GRASS,,0,22380,304,73.61842105263158
254,SCEPTILE,,70,85,65,105,85,120,GRASS,,0,18767,344,54.55523255813954
255,TORCHIC,,45,60,40,70,50,45,FIRE,,0,24455,294,83.18027210884354
256,COMBUSKEN,,60,85,60,85,60,55,FIRE,FIGHTING,0,20935,324,64.6141975308642
257,BLAZIKEN,,80,120,70,110,70,80,FIRE,FIGHTING,0,19249,364,52.88186813186813
258,MUDKIP,,50,70,50,50,50,40,WATER,,0,22989,304,75.6217105263158
259,MARSHTOMP,,70,85,70,60,70,50,WATER,GROUND,0,19249,344,55.95639534883721
260,SWAMPERT,,100,110,90,85,90,60,WATER,GROUND,0,16582,404,41.04455445544554
261,POOCHYENA,,35,55,35,30,30,35,DARK,,0,27741,274,101.24452554744525
262,MIGHTYENA,,70,90,70,60,60,70,DARK,,0,19988,344,58.104651162790695
263,ZIGZAGOON,,38,30,41,30,41,60,NORMAL,,0,25268,280,90.24285714285715
264,LINOONE,,78,70,61,50,61,100,NORMAL,,0,20747,360,57.63055555555555
265,WURMPLE,,45,45,35,20,30,20,BUG,,0,27741,294,94.35714285714286
266,SILCOON,,50,35,55,25,25,15,BUG,,0,25723,304,84.61513157894737
267,BEAUTIFLY,,60,70,50,100,50,65,BUG,FLYING,0,22989,324,70.95370370370371
268,CASCOON,,50,35,55,25,25,15,BUG,,0,25723,304,84.61513157894737
269,DUSTOX,,60,50,70,50,90,65,BUG,POISON,0,18100,324,55.864197530864196
270,LOTAD,,40,30,30,40,50,30,WATER,GRASS,0,26205,284,92.27112676056338
271,LOMBRE,,60,50,50,60,70,50,WATER,GRASS,0,21361,324,65.92901234567901
272,LUDICOLO,,80,70,70,90,100,70,WATER,GRASS,0,17606,364,48.36813186813187
273,SEEDOT,,40,40,50,30,30,30,GRASS,,0,25458,284,89.64084507042253
274,NUZLEAF,,70,70,40,60,40,60,GRASS,DARK,0,25577,344,74.35174418604652
275,SHIFTRY,,90,100,60,90,60,80,GRASS,DARK,0,20935,384,54.518229166666664
276,TAILLOW,,40,55,30,30,30,85,NORMAL,FLYING,0,28674,284,100.96478873239437
277,SWELLOW,,60,85,60,75,50,125,NORMAL,FLYING,0,21824,324,67.35802469135803
278,WINGULL,,40,30,30,55,30,85,WATER,FLYING,0,28674,284,100.96478873239437
279,PELIPPER,,60,50,100,95,70,65,WATER,FLYING,0,17092,324,52.75308641975309
280,RALTS,,28,25,25,45,35,40,PSYCHIC,FAIRY,0,29027,260,111.6423076923077
281,KIRLIA,,38,35,35,65,55,50,PSYCHIC,FAIRY,0,24840,280,88.71428571428571
282,GARDEVOIR,,68,65,65,125,115,80,PSYCHIC,FAIRY,0,17424,340,51.247058823529414
283,SURSKIT,,40,30,32,50,52,65,BUG,WATER,0,25625,284,90.22887323943662
284,MASQUERAIN,,70,60,62,100,82,80,BUG,FLYING,0,19243,344,55.93895348837209
285,SHROOMISH,,60,40,60,40,60,35,GRASS,,0,20935,324,64.6141975308642
286,BRELOOM,,60,130,80,60,60,70,GRASS,FIGHTING,0,19130,324,59.04320987654321
287,SLAKOTH,,60,60,60,35,35,30,NORMAL,,0,23569,324,72.74382716049382
288,VIGOROTH,,80,80,80,55,55,90,NORMAL,,0,19587,364,53.81043956043956
289,SLAKING,,150,110,80,65,65,100,NORMAL,,0,18723,504,37.148809523809526
290,NINCADA,,31,45,90,30,30,40,BUG,GROUND,0,21828,266,82.06015037593986
291,NINJASK,,61,90,45,50,50,160,BUG,FLYING,0,23676,326,72.62576687116564
292,SHEDINJA,,1,90,45,30,30,40,BUG,GHOST,0,26145,1,26145.0
293,WHISMUR,,64,51,23,51,23,28,NORMAL,,0,31383,332,94.52710843373494
294,LOUDRED,,84,71,43,71,43,48,NORMAL,,0,24703,372,66.40591397849462
295,EXPLOUD,,104,91,63,91,73,68,NORMAL,,0,19675,412,47.75485436893204
296,MAKUHITA,,72,60,30,20,30,25,FIGHTING,,0,28674,348,82.39655172413794
297,HARIYAMA,,144,120,60,40,60,50,FIGHTING,,0,20935,492,42.550813008130085
298,AZURILL,,50,20,40,20,40,20,NORMAL,FAIRY,0,25577,304,84.13486842105263
299,NOSEPASS,,30,45,135,45,90,30,ROCK,,0,14324,264,54.25757575757576
300,SKITTY,,50,60,45,35,35,60,NORMAL,,0,25421,304,83.6217105263158
301,DELCATTY,,70,85,65,55,55,90,NORMAL,,0,20872,344,60.674418604651166
302,SABLEYE,,50,75,75,65,65,50,DARK,GHOST,0,19129,304,62.92434210526316
303,MAWILE,,50,85,85,55,55,50,STEEL,FAIRY,0,19243,304,63.29934210526316
304,ARON,,50,70,100,40,40,30,STEEL,ROCK,0,19842,304,65.26973684210526
305,LAIRON,,60,90,140,50,50,40,STEEL,ROCK,0,16915,324,52.20679012345679
306,AGGRON,,70,110,180,60,60,50,STEEL,ROCK,0,14843,344,43.14825581395349
